dataset,analysis,metric,level,contrast,estimate,ci_lower_2_5,ci_upper_97_5,bootstrap_mean,bootstrap_sd,n_bootstrap_valid,resampling_unit,n_resampling_units
unique_source_year_119,scenario_raw_level,any_zone_high_tail_pct,ssp585,,36.76798454221165,26.9963282247765,45.64911440478591,36.773632432074585,4.72496612353157,10000,city,6
unique_source_year_119,scenario_raw_contrast,any_zone_high_tail_pct,,ssp585 minus ssp245,2.639612423626133,0.2565649233046443,4.358146175404855,2.6148893618305964,1.0766944782884118,10000,city,6
unique_source_year_119,scenario_raw_level,hidden_any_zone_high_tail_pct,ssp245,,23.06976634633503,15.992377075351213,30.482735066892786,23.110800703503667,3.719818924371724,10000,city,6
unique_source_year_119,scenario_raw_level,hidden_any_zone_high_tail_pct,ssp585,,22.882501816620422,16.581695711284144,29.401747229064036,22.900268101395124,3.3298749900924247,10000,city,6
unique_source_year_119,scenario_raw_contrast,hidden_any_zone_high_tail_pct,,ssp585 minus ssp245,-0.18726452971460716,-1.5238472762094446,1.0556608822799873,-0.2105326021085456,0.662778151456624,10000,city,6
role_weighted_144,severity_level,mean_p_tail,typical,,0.10780627164640168,0.10279052381269627,0.11287858053506897,0.10782167947561624,0.002545527405699703,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,mean_p_tail,hot,,0.11934364569580773,0.11244632323417193,0.12683408526065462,0.11935921989341505,0.003679529723878352,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,mean_p_tail,heatwave_extreme,,0.11958203359167274,0.11275680100470432,0.1268994071556686,0.1195953157153696,0.0035949575462117696,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,mean_p_tail,,hot minus typical,0.011537374049406052,0.007870693887428112,0.015729445267183895,0.0115375404177988,0.002010788350035275,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,mean_p_tail,,heatwave_extreme minus typical,0.011775761945271065,0.008362800794401493,0.015798827592971527,0.011773636239753365,0.0019098243101181292,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,mean_p_tail,,heatwave_extreme minus hot,0.00023838789586501374,-0.001213229220416832,0.001585200409138558,0.0002360958219545675,0.0007150933640936463,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,high_tail_pct,typical,,10.207011294699873,8.54182568546456,11.958974397349936,10.209747340956259,0.8661485588300011,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,high_tail_pct,hot,,14.475449992017879,12.081471877993293,17.211580434825986,14.477464641702586,1.3165232898148527,10000,city × scenario_raw × time_slice,48
